Name,Company,Company Website,LinkedIn
Pushpendra V Kaushal,SanchiConnect,https://sanchiconnect.com/,https://www.linkedin.com/in/pushpendra-vishal-kaushal-cissp
Karthik Chandrasekar,Sangam Ventures,https://sangam.vc/,https://www.linkedin.com/in/karthikchandrasekar
Anisha Patnaik,Sangam Ventures,https://sangam.vc/,https://www.linkedin.com/in/anishapatnaik
Ravi Venkatesh,Tanglin Venture Partners,https://www.tanglinvp.com/,https://www.linkedin.com/in/ravivenkatesh
Sankalp Gupta,Tanglin Venture Partners,https://www.tanglinvp.com/,https://www.linkedin.com/in/sankalpgupta
Shashank Sabesan,Tanglin Venture Partners,https://www.tanglinvp.com/,https://www.linkedin.com/in/shashanksabesan
Arun Scaria,Tanglin Venture Partners,https://www.tanglinvp.com/,https://www.linkedin.com/in/arun-scaria-118404ba
Manav Garg,Together,https://www.together.fund/,https://www.linkedin.com/in/manav-garg-227254
Girish Mathrubootham,Together,https://www.together.fund/,https://www.linkedin.com/in/girish1
Rahul Khanna,Trifecta Capital,https://trifectacapital.in/,https://www.linkedin.com/in/khannarahul
Nilesh Kothari,Trifecta Capital,https://trifectacapital.in/,https://www.linkedin.com/in/nilesh-kothari-9126588
Lavanya Ashok,Trifecta Capital,https://trifectacapital.in/,https://www.linkedin.com/in/lavanya-ashok-97657a45
Abhishek Gupta,Trifecta Capital,https://trifectacapital.in/,https://www.linkedin.com/in/guptaabhi
Deepak Mohan,Trifecta Capital,https://trifectacapital.in/,https://www.linkedin.com/in/deepak-mohan-56243450
Andy McLoughlin,Uncork Capital,https://uncorkcapital.com/,https://www.linkedin.com/in/andymcloughlin
Amy Saper,Uncork Capital,https://uncorkcapital.com/,https://www.linkedin.com/in/amysaper
Prasanna Inindia,Upekkha,https://www.upekkha.io/,https://www.linkedin.com/in/prasannainindia
Shekar Nair,Upekkha,https://www.upekkha.io/,https://www.linkedin.com/in/shekarnair
Thiyagarajan (Rajan),Upekkha,https://www.upekkha.io/,https://www.linkedin.com/in/thiyagarajan
Lopo Champalimaud,V3 Ventures (Verlinvest),https://www.v3.ventures/,https://www.linkedin.com/in/lopochampalimaud
Jimmy Dietz,V3 Ventures (Verlinvest),https://www.v3.ventures/,https://www.linkedin.com/in/jimmy-dietz-186ab042
Abhiram Bhalerao,V3 Ventures (Verlinvest),https://www.v3.ventures/,https://www.linkedin.com/in/abhirambhalerao
Shweta Tripathi,V3 Ventures (Verlinvest),https://www.v3.ventures/,https://www.linkedin.com/in/shweta-tripathi-weh
Kee Lock CHUA,Vertex Ventures,https://www.vertexventures.com/,https://www.linkedin.com/in/kee-lock-chua-663119
Joo Hock CHUA,Vertex Ventures,https://www.vertexventures.com/,https://www.linkedin.com/in/joo-hock-chua-8b87181
Ben MATHIAS,Vertex Ventures,https://www.vertexventures.com/,https://www.linkedin.com/in/mathiasben
Genping LIU,Vertex Ventures,https://www.vertexventures.com/,https://www.linkedin.com/in/liugenping
Sweta Rau,White Venture Capital,https://www.whiteventurecap.com/,https://www.linkedin.com/in/sweta-rau-0b642210
Amrish Rau,White Venture Capital,https://www.whiteventurecap.com/,https://www.linkedin.com/in/amrish-rau-4158339
Jitendra Gupta,White Venture Capital,https://www.whiteventurecap.com/,https://www.linkedin.com/in/guptajiten
Xiang Rong (Anthony) Yeo,White Venture Capital,https://www.whiteventurecap.com/,https://www.linkedin.com/in/xiang-rong-yeo-a840ba172
Saloni Jiwrajka,White Venture Capital,https://www.whiteventurecap.com/,https://www.linkedin.com/in/salonijiwrajka
Anupam Mittal,100X.VC,https://www.100x.vc/,https://www.linkedin.com/in/anupammittal007
Julie Wolf,2048 Ventures,https://www.2048.vc/,https://www.linkedin.com/in/juliemariewolf
Daniella Cohen,2048 Ventures,https://www.2048.vc/,https://www.linkedin.com/in/daniellacohen
Rohan Sharma,8i Ventures,https://8ivc.com/,https://www.linkedin.com/in/sharmarohan029
Vignesh Shankar,a99 VC,https://a99.vc/,https://www.linkedin.com/in/vigneshshankar
Ganesh Sathyamurthy,a99 VC,https://a99.vc/,https://www.linkedin.com/in/ganesh-sathyamurthy-5626a015
Asha Venugopal,a99 VC,https://a99.vc/,https://www.linkedin.com/in/ashavenugopal
Pankaj Singh,Aagama Ventures,https://aagama.vc/,https://www.linkedin.com/in/pankaj-singh-6546ab2b
Lavanya Ashok,Aeravti Ventures,https://www.aeravti.com/,https://www.linkedin.com/in/lavanya-ashok-97657a45
Santiago Gomez,Aeravti Ventures,https://www.aeravti.com/,https://www.linkedin.com/in/santiago-gomez-garcia-0aa93476
Vivek Sivanandam,Aeravti Ventures,https://www.aeravti.com/,https://www.linkedin.com/in/viveksivanandam
Shardul Singh,Aeravti Ventures,https://www.aeravti.com/,https://www.linkedin.com/in/shardulsingh0926
Aditya Siroya,Aeravti Ventures,https://www.aeravti.com/,https://www.linkedin.com/in/aditya-siroya
BINNY KHANNA,AIC Banasthali,https://aicbanasthali.org/,https://www.linkedin.com/in/binny-khanna-3251045
MS. SANSKRITI SHARMA,AIC Banasthali,https://aicbanasthali.org/,https://www.linkedin.com/in/sanskriti-sharma-70a3b6263
Kushal Bhagia,All In Capital,https://allincapital.vc/,https://www.linkedin.com/in/kushalbhagia
Ajay Hattangdi,Alteria Capital,https://alteriacapital.com/,https://www.linkedin.com/in/ajayhattangdi
Akshat Saxena,Alteria Capital,https://alteriacapital.com/,https://www.linkedin.com/in/akshatsx
Lavanya Indralingam,Antler,https://www.antler.co/,https://www.linkedin.com/in/lavanyaindralingam
Bede Moore,Antler,https://www.antler.co/,https://www.linkedin.com/in/bede-moore-b73a473a
Frank Stevenaar,Antler,https://www.antler.co/,https://www.linkedin.com/in/frankstevenaar
Sekhar Puli,Aroa Venture Partners,https://www.aroaventures.com/,https://www.linkedin.com/in/sekharpuli
Nitin Wadhwa,Aroa Venture Partners,https://www.aroaventures.com/,https://www.linkedin.com/in/nitin-wadhwa-93787a6
Gaurav Deepak,Avendus,https://avendus.com/,https://www.linkedin.com/in/gaurav-deepak-47a286
Kaushal Aggarwal,Avendus,https://avendus.com/,https://www.linkedin.com/in/kaushal-aggarwal-635b2
Hiro Maeda,BEENEXT,https://www.beenext.com/,https://www.linkedin.com/in/hironorimaeda
Hero Choudhary,BEENEXT,https://www.beenext.com/,https://www.linkedin.com/in/herochoudhary
Nao Ito,BEENEXT,https://www.beenext.com/,https://www.linkedin.com/in/naoito
Chinmaya Saxena,BEENEXT,https://www.beenext.com/,https://www.linkedin.com/in/chinmayasaxena
Anirudh Garg,BEENEXT,https://www.beenext.com/,https://www.linkedin.com/in/anirudh-garg98
Haya Haffar,Beyond Capital Ventures,https://beyondcapital.vc/,https://www.linkedin.com/in/haya-haffar
Mohammad Majali,Beyond Capital Ventures,https://beyondcapital.vc/,https://www.linkedin.com/in/mohammadalmajali
Sowmya Arunkumar,C4D Partners,https://c4dpartners.com/,https://www.linkedin.com/in/sowmya-arunkumar
Abhishek Sharman,CDM Capital,https://cdmcapital.in/,https://www.linkedin.com/in/abhishek-sharman-45bb32
Hithendra Ramachandran,CDM Capital,https://cdmcapital.in/,https://www.linkedin.com/in/hithendraramachandran
Saurabh Devendra Singh,CDM Capital,https://cdmcapital.in/,https://www.linkedin.com/in/saurabh-devendra-singh-727605
Anuraag Srivastava,CDM Capital,https://cdmcapital.in/,https://www.linkedin.com/in/anuraagsrivastava
Salil Bhargava,CDM Capital,https://cdmcapital.in/,https://www.linkedin.com/in/bhargavasalil
Mark Joseph,Chakra Fund,https://chakra.fund/,https://www.linkedin.com/in/mark-joseph-5a2182a8
Rampi Kandadai,Chakra Fund,https://chakra.fund/,https://www.linkedin.com/in/rampikandadai
Mahendra Jain,Chakra Fund,https://chakra.fund/,https://www.linkedin.com/in/mahendra-jain-aa8a651
John Zeratsky,Character,https://www.character.vc/,https://www.linkedin.com/in/johnzeratsky
Kristen Brillantes,Character,https://www.character.vc/,https://www.linkedin.com/in/kristen-brillantes
Ashley Menezes,ChrysCapital,https://chryscapital.com/,https://www.linkedin.com/in/ashley-menezes-8166b1171
Kevin Kopczynski,Congruent Ventures,https://www.congruentvc.com/,https://www.linkedin.com/in/kevin-kopczynski
Marianne Wu,Congruent Ventures,https://www.congruentvc.com/,https://www.linkedin.com/in/mariannewu
Eliza Cushman,Congruent Ventures,https://www.congruentvc.com/,https://www.linkedin.com/in/eliza-cushman
Gray Robinson,Congruent Ventures,https://www.congruentvc.com/,https://www.linkedin.com/in/cgrayrobinson
Jonny Clifford,Entrepreneur First,https://www.joinef.com/,https://www.linkedin.com/in/jonnyclifford
Elspeth Lawson,Entrepreneur First,https://www.joinef.com/,https://www.linkedin.com/in/lawsonelspeth
Preeti Nellore Sampat,Eximius Ventures,https://eximiusvc.com/,https://www.linkedin.com/in/preetisampat
Aman Jain,GetFive,https://getfive.in/,https://www.linkedin.com/in/csamanjain
Liew Tzu Mi,GIC Private Limited,https://www.gic.com.sg/,https://www.linkedin.com/in/tzu-mi-liew-b9495193
Justin Hall,Golden Gate Ventures,https://www.goldengate.vc/,https://www.linkedin.com/in/justinhallvc
Angela Toy,Golden Gate Ventures,https://www.goldengate.vc/,https://www.linkedin.com/in/angelatoy
Michael Lints,Golden Gate Ventures,https://www.goldengate.vc/,https://www.linkedin.com/in/mhlints
Hussain Abdulla,Golden Gate Ventures,https://www.goldengate.vc/,https://www.linkedin.com/in/hussain-abdulla-64928757
Jeffrey Chua,Golden Gate Ventures,https://www.goldengate.vc/,https://www.linkedin.com/in/jeffrey-chua-029206107
Andrew Brackin,Gradient Ventures,https://www.gradient.com/,https://www.linkedin.com/in/brackin
Clayton Petty,Gradient Ventures,https://www.gradient.com/,https://www.linkedin.com/in/cdpetty
Harish R,India Alternatives,https://www.india-alt.com/,https://www.linkedin.com/in/harish-ravichandran-4a3b7a1a
Yogesh Kulkarni,Indusbridge Ventures,https://www.indusbridgeventures.com/,https://www.linkedin.com/in/yogesh-kulkarni-b4786914b
David Brantner,Indusbridge Ventures,https://www.indusbridgeventures.com/,https://www.linkedin.com/in/davidmbrantner
Sandeep Daga,Indusbridge Ventures,https://www.indusbridgeventures.com/,https://www.linkedin.com/in/sandeep-daga-05b318
SG Murali,Indusbridge Ventures,https://www.indusbridgeventures.com/,https://www.linkedin.com/in/murali-s-g-89951244
Jyoti Devjani,Indusbridge Ventures,https://www.indusbridgeventures.com/,https://www.linkedin.com/in/jyoti-devjani-54260375
Mitesh Shah,Inflection Point Ventures,https://ipventures.in/,https://www.linkedin.com/in/mitesh-shah-0627873
Abdul Guefor,Intel Capital,https://www.intelcapital.com/,https://www.linkedin.com/in/abdul-guefor-354487
Mark Rostick,Intel Capital,https://www.intelcapital.com/,https://www.linkedin.com/in/mrostick
Jayesh Bhatia,Intellecap,https://www.intellecap.com/,https://www.linkedin.com/in/jayesh-bhatia-9133834
Pramod Kasat,Intellecap,https://www.intellecap.com/,https://www.linkedin.com/in/pramodkasat
Santosh Singh,Intellecap,https://www.intellecap.com/,https://www.linkedin.com/in/santoshksingh
Manoj Kumar Nambiar,Intellecap,https://www.intellecap.com/,https://www.linkedin.com/in/manoj-kumar-nambiar-671662b
Vineet Chandra Rai,Intellecap,https://www.intellecap.com/,https://www.linkedin.com/in/vineet-rai-536160
Ketki Tulpule,IXP Lifesciences,https://ixplifesciences.com/,https://www.linkedin.com/in/ketkitulpule
Ravindra Krishnappa,July Ventures,https://www.julyventures.com/,https://www.linkedin.com/in/ravindrakrishnappa
Suresh TR,July Ventures,https://www.julyventures.com/,https://www.linkedin.com/in/trsuresh
Vishwanath MS,July Ventures,https://www.julyventures.com/,https://www.linkedin.com/in/vishwanathms
Prakash Rao,July Ventures,https://www.julyventures.com/,https://www.linkedin.com/in/prakash-rao-7a16ab17
Bhushan Rao,July Ventures,https://www.julyventures.com/,https://www.linkedin.com/in/bhushan-rao-0b14b91b
Paul Bishop,LocalGlobe,https://www.localglobe.vc/,https://www.linkedin.com/in/paul-bishop-283695a
Remus Brett,LocalGlobe,https://www.localglobe.vc/,https://www.linkedin.com/in/remus-brett-5245181
Benjamin Grol,LocalGlobe,https://www.localglobe.vc/,https://www.linkedin.com/in/benjamingrol
Clay Dumas,Lowercarbon Capital,https://lowercarboncapital.com/,https://www.linkedin.com/in/clay-dumas
Caie Kelley,Lowercarbon Capital,https://lowercarboncapital.com/,https://www.linkedin.com/in/caie-kelley
Lauren Faber O'Connor,Lowercarbon Capital,https://lowercarboncapital.com/,https://www.linkedin.com/in/laurenfaber
Ajay Srinivasan,Lumis Partners,https://lumispartners.com/,https://www.linkedin.com/in/linksrinivasan
Mukesh Aghi,Lumis Partners,https://lumispartners.com/,https://www.linkedin.com/in/mukeshaghi
Arjun Malhotra,Lumis Partners,https://lumispartners.com/,https://www.linkedin.com/in/arjun-malhotra-5b07005
Rajesh Jejurikar,Mahindra Sparkle,https://www.mahindra.com/,https://www.linkedin.com/in/rajesh-jejurikar-03aa64124
Amarjyoti Barua,Mahindra Sparkle,https://www.mahindra.com/,https://www.linkedin.com/in/amarjyoti-barua-9b22222
Mohit Joshi,Mahindra Sparkle,https://www.mahindra.com/,https://www.linkedin.com/in/themohitjoshipage
Amit Kumar Sinha,Mahindra Sparkle,https://www.mahindra.com/,https://www.linkedin.com/in/amitsinha3
Basant Kumar Mohata,Manjushree Ventures,https://www.manjushreeventures.com/,https://www.linkedin.com/in/basant-m-6561091a3
Pranav Sanghvi,Merak Ventures,https://merakventures.com/,https://www.linkedin.com/in/pranav-sanghvi
Sreya Rakshit,Merak Ventures,https://merakventures.com/,https://www.linkedin.com/in/sreyarakshit
Abraham Thomas,Merak Ventures,https://merakventures.com/,https://www.linkedin.com/in/athomasq
Soumitra Mishra,Merak Ventures,https://merakventures.com/,https://www.linkedin.com/in/soumitramishra
Brian Smith,Multicoin Capital,https://multicoin.capital/,https://www.linkedin.com/in/briansmith32
Colton Dempsey,next47,https://next47.com/,https://www.linkedin.com/in/colton-dempsey
"Tiba Aynechi, Ph.D.",Norwest Venture Partners,https://nvp.com/,https://www.linkedin.com/in/tiba-aynechi-b5b3651
Dror Nahumi,Norwest Venture Partners,https://nvp.com/,https://www.linkedin.com/in/drornahumi
"Zack Scott, MD",Norwest Venture Partners,https://nvp.com/,https://www.linkedin.com/in/zack-scott-85aa70
Jessica Huang Pouleur,Openspace Ventures,https://www.openspace.vc/,https://www.linkedin.com/in/jessica-huang-pouleur-9529711
Cosmo Jiang,Pantera Capital,https://panteracapital.com/,https://www.linkedin.com/in/cosmojiang
Franklin Bi,Pantera Capital,https://panteracapital.com/,https://www.linkedin.com/in/franklinbi
Matt Gorham,Pantera Capital,https://panteracapital.com/,https://www.linkedin.com/in/matt-gorham-cfa-036bb84
Ricardo Sequerra Amram,Point Nine Capital,https://www.pointnine.com/,https://www.linkedin.com/in/ricardosequerra
Aleksandra Zorylo,Point Nine Capital,https://www.pointnine.com/,https://www.linkedin.com/in/aleksandra-zorylo-4942302b
Kris Gopalakrishnan,Pratithi Investments,https://pratithi.com/,https://www.linkedin.com/in/kris-gopalakrishnan-10b49950
Abhishek Panda,Pratithi Investments,https://pratithi.com/,https://www.linkedin.com/in/abhishek-panda-654242ab
Sakshi Budhadev,Pratithi Investments,https://pratithi.com/,https://www.linkedin.com/in/sakshi-budhadev
B. Ganesh Shenoy,Precog Innovation Partners,https://precoginnovations.com/,https://www.linkedin.com/in/b-ganesh-shenoy-48765945
Amit Dhamija,Precog Innovation Partners,https://precoginnovations.com/,https://www.linkedin.com/in/amit-dhamija-86a9433
Abhishek Dhawan,Precog Innovation Partners,https://precoginnovations.com/,https://www.linkedin.com/in/abhishek-dhawan-2428007
Bhumika Singh,Precog Innovation Partners,https://precoginnovations.com/,https://www.linkedin.com/in/bhumikasingh
Amias Gerety,QED Investors,https://qedinvestors.com/,https://www.linkedin.com/in/amias-gerety
Bill Cilluffo,QED Investors,https://qedinvestors.com/,https://www.linkedin.com/in/bill-cilluffo-7030931
Camila Vieira,QED Investors,https://qedinvestors.com/,https://www.linkedin.com/in/camila-vieira-fernandes-85bb3943
Gbenga Ajayi,QED Investors,https://qedinvestors.com/,https://www.linkedin.com/in/gbengaajayi
Laura Bock,QED Investors,https://qedinvestors.com/,https://www.linkedin.com/in/laura-bock-03492a35
Albert Wang,Qualcomm Ventures,https://www.qualcommventures.com/,https://www.linkedin.com/in/albertwang
Ganesh Rengaswamy,Quona Capital,https://quona.com/,https://www.linkedin.com/in/ganeshrengaswamy
Rafa de la Guia,Quona Capital,https://quona.com/,https://www.linkedin.com/in/rafadelaguia
Mr. Gautam Shroff,Revanta Capital,https://revantacapital.com/,https://www.linkedin.com/in/gautam-shroff-aba8061b
Julien Cristiani,SE Ventures,https://se.ventures/,https://www.linkedin.com/in/juliencristiani
Carlos (CK) Kokron,SE Ventures,https://se.ventures/,https://www.linkedin.com/in/carloskokron
Siddharth Mehta,SE Ventures,https://se.ventures/,https://www.linkedin.com/in/mehtasiddh
Brad Jones,SE Ventures,https://se.ventures/,https://www.linkedin.com/in/bradleystephenjones
Gemma Odena Bultó,SE Ventures,https://se.ventures/,https://www.linkedin.com/in/gemma-odena-bulto
Felix Martinez,Seedcamp,https://seedcamp.com/,https://www.linkedin.com/in/felixjmartinez
Devin Hunt,Seedcamp,https://seedcamp.com/,https://www.linkedin.com/in/devinhunt
Mohan S. Iyer,SOSV,https://sosv.com/,https://www.linkedin.com/in/mohansiyer
Duncan Turner,SOSV,https://sosv.com/,https://www.linkedin.com/in/duncan-turner-b08630
Yash Jain,Sparrow Capital,https://sparrowvc.com/,https://www.linkedin.com/in/yashjainiitr
Aakash Goyal,Sparrow Capital,https://sparrowvc.com/,https://www.linkedin.com/in/aakashmgoyal
Suresh Jain,Sun Icon Ventures,https://sunicon.vc/,https://www.linkedin.com/in/suresh-jain-653b0513
Ritesh Toshniwal,Thinkuvate,https://thinkuvate.com/,https://www.linkedin.com/in/riteshtoshniwal
Vikas Saxena,Thinkuvate,https://thinkuvate.com/,https://www.linkedin.com/in/vikas-saxena-771b873
Kunal Bahl,Titan Capital,https://www.titancapital.vc/,https://www.linkedin.com/in/kunalbahl
Rohit Bansal,Titan Capital,https://www.titancapital.vc/,https://www.linkedin.com/in/rohitkbansal
Shiv Kapoor,Titan Capital,https://www.titancapital.vc/,https://www.linkedin.com/in/shivkapoor21
Divya Sehgal,True North,https://www.truenorth.co.in/,https://www.linkedin.com/in/divya-sehgal-a81b751
Maninder Singh Juneja,True North,https://www.truenorth.co.in/,https://www.linkedin.com/in/maninder-singh-juneja-35a01a13
Igor Burlakov,Verb Ventures,https://verb.ventures/,https://www.linkedin.com/in/igor-burlakov-a6257826
Stefania Chaitidou,Verb Ventures,https://verb.ventures/,https://www.linkedin.com/in/stefania-chaitidou
Abhilash Paul,Verb Ventures,https://verb.ventures/,https://www.linkedin.com/in/abhilashpaul
Dureka Oldenburg Carrasquillo,Verb Ventures,https://verb.ventures/,https://www.linkedin.com/in/dureka-oldenburg-carrasquillo-8aa7a34
Ben MATHIAS,Vertex Ventures SE Asia & India,https://www.vertexventures.sg/,https://www.linkedin.com/in/mathiasben
Genping LIU,Vertex Ventures SE Asia & India,https://www.vertexventures.sg/,https://www.linkedin.com/in/liugenping
Reid Hoffman,Village Global,https://villageglobal.vc/,https://www.linkedin.com/in/reidhoffman
Ben Casnocha,Village Global,https://villageglobal.vc/,https://www.linkedin.com/in/bencasnocha
Lindsay M. Pettingill,Village Global,https://villageglobal.vc/,https://www.linkedin.com/in/lpettingill
Erik Torenberg,Village Global,https://villageglobal.vc/,https://www.linkedin.com/in/eriktorenberg
Liz Factor,Village Global,https://villageglobal.vc/,https://www.linkedin.com/in/liz-factor-800253205
